Lab;Predio;Sala;Detalhe sala (mesa, armário, etc);Nome Equipamento ;Apelido;Tipo;Fabricante;Moeda;Custo de aquisição;Agência financiadora;ID_grupo (partes do mesmo conjunto têm o mesmo número de ID_grupo);Responsável;Potência elétrica;Unidade potencia elétrica;Tensão elétrica minima (V);Tensão elétrica máxima (V);Detalhe da alimentação elétrica (bivolt, trifásico, etc);Outras alimentações (ar, água, etc);Modelo;Spec1;Unidade Spec1;Spec2;Unidade Spec2;Nacionalidade;Ano de aquisição ;Apelido projeto compra;Sistema de patrimônio principal;Numero de patrimônio principal;Finalidade principal;Intervalo de calibração;Condição Equipamento;Data Atualização;Pasta de documentos;OBS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;auxiliar
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Chapa de Aquecimento em Aço Inox;;Chapa;#NOME?;74;#NOME?;LPM02CH006;Quimis;BRL;999,00;;;Maciel;2000;W;120;220;bivolt ;monofasico;Q313I21;;;;;Brasileira;2011;Silício;;8654;Aquecimento de soluções e favorecimento da digestão de materiais;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Chapa de Aquecimento em Aço Inox;;Chapa;#NOME?;75;#NOME?;LPM02CH007;Quimis;BRL;607,70;;;Maciel;2000;W;120;220;bivolt ;monofasico;Q313I21;;;;;Brasileira;16/02/2007;Silício;;4042;Aquecimento de soluções e favorecimento da digestão de materiais;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Chapa de Aquecimento em alumínio microprocessada ;;Chapa;#NOME?;76;#NOME?;LPM02CH008;Quimis;BRL;2.044,87;;;Maciel;2000;W;120;220;bivolt ;monofasico;Q313I21;;;;;Brasileira;16/06/2014;Silício;"Preenchido ""sem número""";sem número;Aquecimento de soluções e favorecimento da digestão de materiais;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Chapa de Aquecimento em alumínio microprocessada ;;Chapa;#NOME?;77;#NOME?;LPM02CH009;Quimis;BRL;2.044,87;;;Maciel;1100;W;120;220;bivolt ;monofasico;Q 313 AM;;;;;Brasileira;16/06/2014;Silício;"Preenchido ""sem número""";sem número;Aquecimento de soluções e favorecimento da digestão de materiais;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Chapa de Aquecimento em alumínio microprocessada ;;Chapa;#NOME?;78;#NOME?;LPM02CH010;Quimis;BRL;2.044,87;;;Maciel;1100;W;120;220;bivolt ;monofasico;Q 313 AM;;;;;Brasileira;16/06/2014;Silício;"Preenchido ""sem número""";sem número;Aquecimento de soluções e favorecimento da digestão de materiais;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Chapa de aquescimento com agitação magnética;;Chapa;#NOME?;79;#NOME?;LPM02CH011;Quimis;BRL;800,00;;;Maciel;415;W;120;220;50/60 Hz;monofasico;Q 313 AM;;;;;Brasileira;18/08/2011;Silício;;4118;Aquecimento de soluções e favorecimento da digestão de materiais;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Destilador de ácidos Sub-boiling;;Destilador;#NOME?;80;#NOME?;LPM02DE001;BERGHOF;BRL;;;;Maciel;264;VA;220;230;50-60 Hz;monofasico;Distillacid;;;;;Alemã;2012;Silício;;13766;Purificação de ácidos por destilação abaixo do ponto de ebulição;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Destilador de ácidos Sub-boiling;;Destilador;#NOME?;81;#NOME?;LPM02DE002;BERGHOF;BRL;;;;Maciel;264;VA;220;230;50-60 Hz;monofasico;Distillacid;;;;;Alemã;2012;Silício;;5146;Purificação de ácidos por destilação abaixo do ponto de ebulição;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Destilador de ácidos Sub-boiling;;Destilador;#NOME?;82;#NOME?;LPM02DE003;BERGHOF;BRL;;;;Maciel;264;VA;220;230;50-60 Hz;monofasico;Distillacid;;;;;Alemã;2012;Silício;;18716;Purificação de ácidos por destilação abaixo do ponto de ebulição;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Espectrômetro de Absorção Atômica;;Espectrometro;#NOME?;83;#NOME?;LPM02ES001;VARIAN;BRL;90.903,96;;;Maciel;3,5;kVA;120;240;bivolt, 50-60 Hz;monofasico;AA-240FS;;;;;EUA;12/09/2008;;FIPT geral;84216;Caracterização química elementar ;diária, com padrões prepapados, precedendo qualquer análise.;em funcionamento;04/10/2022;LPM02ES001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Espectrômetro de Emissão Óptica com Plasma Inductivamente Acoplado;;Espectrometro;#NOME?;84;#NOME?;LPM02ES002;SPECTRO ;BRL;158.537,35;;;Maciel;5;kVA;220;230 V;50-60 Hz;monofasico;ARCOS;;;;;Alemã;05/11/2010;Silício;FIPT geral;46461;Caracterização química elementar ;diária, com uso de padrões preparados precedendo análise;em funcionamento;04/10/2022;LPM02ES002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Espectrômetro de Massas com Plasma Inductivamente Acoplado;;Espectrometro;#NOME?;85;#NOME?;LPM02ES003;SPECTRO ;BRL;;;;Maciel;5;kVA;220;230;50/60 Hz;monofasico;iCAP TQ;;;;;Alemã;2010;INCT terras raras;FIPT geral;;Caracterização química elementar ;diária, com uso de padrões preparados, de acordo com o fabricante, precedendo qualquer análise.;em funcionamento;04/10/2022;LPM02ES003;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Estufa ;;Estufa;#NOME?;86;#NOME?;LPM02ET001;Quimis;BRL;2.359,80;;;Maciel;1;kW;120;220;bivolt;monofasico;Q 317M;;;;;Brasileira;26/06/2014;Silício;;18710;Secagem de amostras/ secagem de vidrarias;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Estufa a Vácuo  50L;;Estufa;#NOME?;87;#NOME?;LPM02ET002;Nova Ética;BRL;241,67;;;Maciel;2;kW;220;220;60 Hz;monofasico;440/D;;;;;Brasileira;12/09/2014;;;4894;Secagem de amostras/ secagem de vidrarias;;em funcionamento;04/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Estufa a Vácuo 12 Litros;;Estufa;#NOME?;88;#NOME?;LPM02ET003;MARCONI;BRL;;;;Maciel;2;kW;220;220;60 Hz;monofasico;MA 30;;;;;Brasileira;;;"Preenchido ""sem número""";sem número;Secagem de amostras/ secagem de vidrarias;;em funcionamento;04/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Forno Mufla;;Forno;#NOME?;89;#NOME?;LPM02FO003;GRION;BRL;17.985,10;;;Maciel;5;kVA;220;230;50/60 Hz;monofasico;Forno Mufla 1350°C;;;;;Brasileira;12/07/2010;;;"045144; 004039";Calcinação de materiais;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Geladeira;;Refrigerador;#NOME?;90;#NOME?;LPM02RE001;Electrolux;BRL;1340,00;;;Maciel;- ;-;120;120;60 Hz;monofasico;Geladeira flex ;;;;;Sueca;09/06/2010;;;4023;condicionamento de amostras e reagentes ;;em funcionamento;04/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Lavadora Ultrasônica 20 Litros;;Lavadora;#NOME?;91;#NOME?;LPM02LV001;SERCON;BRL;13.900,00;;;Maciel;70;kW;120;220;bivolt ;monofasico;LU;;;;;EUA;20/08/2013;;;13116;Limpeza de amostras e vidrarias;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Lavadora Ultrasônica 20Litros;;Lavadora;#NOME?;92;#NOME?;LPM02LV002;SERCON;BRL;13.900,00;;;Maciel;1;kW;120;220;bivolt;monofasico;LU;;;;;EUA;20/08/2013;;;17152;Limpeza de amostras e vidrarias;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Máquina de Fusão;;Forno;#NOME?;93;#NOME?;LPM02FO004;KATANAX;BRL;100.000,00;;K1P-1603-B;Maciel;1200;W;220;220;50/60 Hz;monofasico;K1-Prime;;;;;EUA;25/04/2016;;;21128;Preparo de amostras em forma de pastilhas fundidas para determinações elementares por Fluorescência de Raio X.;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Mesa agitadora ;;Agitador;#NOME?;94;#NOME?;LPM02AG005;QUIMIS;BRL;;;;Maciel;70;W;127;220;30 a 300 rpm;monofasico;Q222T2;;;;;Brasileira;;;;16822;Agitação orbital de amostras liquidas contidas em tubos ou frascos, visando o preparo de amostras;última calibração em 2013;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Mesa agitadora ;;Agitador;#NOME?;95;#NOME?;LPM02AG006;TECNAL;BRL;;;;Maciel;150;W;220;220;55 a 200 rpm;monofasico;TE-1401;;;;;Brasileira;;;;16798;Agitação orbital de amostras liquidas contidas em tubos ou frascos, visando o preparo de amostras;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Moinho bolas;;Moinho;#NOME?;96;#NOME?;LPM02MO001;Spex;BRL;27.205,89;;;Maciel;-;- ;220;220;60 Hz;monofasico;8000 M;;;;;EUA;31/08/1994;;;21539;Moagem de amostras;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;PHMetro;;Phmetro;#NOME?;97;#NOME?;LPM02PH001;Jenway;BRL;6.807,33;;;Maciel;6;VA;120;120;50/60 Hz;monofasico;3510;;;;;EUA;13/07/2015;395405A;;5452;Mensuramento do potencial hidrogeniônico de soluções.;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;PRENSA HIDRAULICA DE 35 T. MOD. MP 35-01;;Prensa;#NOME?;98;#NOME?;LPM02PR001;SHIMADZU;BRL;46.949,56;;;Maciel;0,75;kW;220;220;trifásico, 4P;trifásico;MP 35;;;;;Japonesa;2002;;;21532;Preparo de amostras em forma de pastilhas prensadas para determinações elementares por Fluorescência de Raio X.;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Purificador de água;;Purificador de Agua;#NOME?;99;#NOME?;LPM02PA001;Millipore;BRL;19.283,90;;;Maciel;- ;-;120;120;monofásico;monofásico;Integral 3;;;;;EUA;24/08/2010;377701A;;15860;preparo de soluções e descontaminação de tubos de ensaio;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Refrigerador;;Refrigerador;#NOME?;100;#NOME?;LPM02RE002;Electrolux;BRL;;;;Maciel;-;-;120;120;60 Hz;monofásico;Flex refrigerador;;;;;Sueca;2011;810101C;FIPT geral;4023;condicionamento de amostras e reagentes ;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Analisador de Carbono e Enxofre;;Analisador Quimico;#NOME?;101;#NOME?;LPM02AQ002;Horiba;BRL;;FIPT;;Maciel;4,5;kVA;220;220;50/60 Hz;monofásico;EMIA-920V2;;;;;Japonesa;13/07/1905;Funtec terras raras;FIPT geral;T1645;determinação de Carbono e Enxofre;diário, com padrões cadastrados pelo fabricante;em funcionamento;04/10/2022;LPM02AQ002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Fluorescência de raios X - WDXRF;;Analisador Quimico;#NOME?;102;#NOME?;LPM02AQ003;Rigaku;BRL;;;;Maciel;200;W;200;240;1 fase, 50/60 Hz, 10 A;monofásico;Supermini 200;;;;;Japonesa;jul/05;Seguro do XRF (Shimadzu);FIPT geral;23946;Determinação elementares;diário, com padrões cadastrados pelo fabricante;em funcionamento;04/10/2022;LPM02AQ003;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Eletrólise;;Aspirador de Pó-Karcher;;Aspirador;#NOME?;103;#NOME?;LPM03AS001;Karcher;;;;;Rogério;1300;W;220;;;;NT 30/1 Me Classic;;;;;BRASILEIRA;2014;CBMM ;;IPT azul-020589;Aspirador de pó;;em funcionamento;07/10/2022;LPM04AS001;Equipamento em uso no P.03 temporariamente;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de DRX;;Difratômetro de Raio X;;Difratometro;#NOME?;104;#NOME?;LPM03DF001;SHIMADZU;;;;;Cátia ;3;kW;220;;;Torre de resfriamento de líquido externa;XRD 6000;;;;;Japão;2001;;IPT geral;004138;Analise de Difração de Raios X;;Em manutenção;03/10/2022;LPM03DF001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de DRX;;Torre de Resfriamento de Líquido;;Resfriador;#NOME?;105;#NOME?;LPM03RF001;Uniklima;;;;;N/D;1,3;kW;220;;;;CLA60212ON;;;;;Brasil;2001;;;004140;Resfriamento do Liquido Refrigerante do Difratometro de Raios X;;Em manutenção;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de DRX;;Máquina de Ensaios EMIC;;Prensa;#NOME?;106;#NOME?;LPM03PR001;EMIC;;;;;Israel;1000;VA;220;;;;DL 10000;;;;;Brasil;2003;;Em branco;;Ensaios de tração e compressão diversos;;Operante;03/10/2022;LPM03PR001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de DRX;;Máquina de Ensaios MTS;;Prensa;#NOME?;107;#NOME?;LPM03PR002;MTS;;;;;Israel;;;220;;1 fase 60 Hz/12 A;;Sintech 5G;;;;;Estados Unidos;;JICA;;;Ensaios de tração e compressão diversos;;Operante;03/10/2022;LPM03PR002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de DRX;; DTA/Dilatometro;;Dilatometro;#NOME?;108;#NOME?;LPM03DL001;Netzch;;;;;N/D;;;220;;;;;;;;;Alemanha;;;;000085;Análises Térmicas e Dilatometria;;Inoperante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de Peneiramento;;Balança CHYO;;Balança;#NOME?;109;#NOME?;LPM03BL001;CHYO;;;;;N/D;;;220;;;;MJ 3000;;;;;Japão;;;;;Pesagem;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de Peneiramento;;Embutidora;;Embutidora;#NOME?;110;#NOME?;LPM03EB001;Struers;;;;;N/D;;;220;;;;Tempopress;;;;;Dinamarca;;;;004141;Embutimento metalográfico de amostras;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de Peneiramento;;Prensa Isostática;;Prensa;#NOME?;111;#NOME?;LPM03PR003;AIP;;;;;N/D;;;220;;;Ar comprimido ;CP 360;60000;PSI;;;Estados Unidos;;;;021489;Compressão isostática de amostras;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de Peneiramento;;Moinho Atritor;;Moinho;#NOME?;112;#NOME?;LPM03MO001;Union Process;;;;;N/D;1,3;HP;;;;;Air 01 A106;;;;;Estados Unidos;1989;;;000086;Moagem de amostras;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de Peneiramento;;Cortadeira Metalografica;;Outros;#NOME?;113;#NOME?;LPM03XX001;Arotec;;;;;N/D;1,5;cv;220;;;;COR - 40;;;;;Brasil;;;;004035;Corte de amostras para metalografia;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de Peneiramento;;"Misturador em ""V""";;Misturador;#NOME?;114;#NOME?;LPM03MT001;Maquinas Renard;;;;;N/D;1;cv;220;;;;VM.7;;;;;Brasil;1976;;;004142;Misturar e homogeneizar amostras particuladas;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de Peneiramento;;Moinho de Bolas;;Moinho;#NOME?;115;#NOME?;LPM03MO002;Yamato;;;;;N/D;100;W;220;;;;UB - 32;;;;;Japão;;;;004144;Moagem de amostras;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de Peneiramento;;Moinho Planetário;;Moinho;#NOME?;116;#NOME?;LPM03MO003;Fritzch;;;;;N/D;1,1;kW;220;;;;Pulverisette 5;;;;;Alemanha;1992;;;004145;Moagem de amostras;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de Peneiramento;;Prensa EDU - 400;;Prensa;#NOME?;117;#NOME?;LPM03PR004;;;;;;N/D;11;kVA;220;;;;EDU-400;400;ton;;;Alemanha;1988;;;;Prensagem de amostras;;Inoperante;04/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de Serras e polimento de Silício– porta 1;;Serra de fita Opus ;;Serra;#NOME?;118;#NOME?;LPM03SR001;Opus cutting solutions - Bonetti Construzione Meccaniche S.R.l.;;;;;N/D;15;kW;400;;;;600 TM - SIL;;;;;Italia ;2012;Projet Si G Solar;;13827;Cortes de lingotes de silicio;;Manutenção 27 09 2017;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de Serras e polimento de Silício– porta 1;;Serra de fio Weel;;Serra;#NOME?;119;#NOME?;LPM03SR002;Well;;;;;N/D;;;220;;;;6234;;;;;USA;2013;Projet Si G Solar;;16816;Cortes de laminas de silicio;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de Serras e polimento de Silício– porta 1;;Moinho de aneis ;;Moinho;#NOME?;120;#NOME?;LPM03MO004;Kawasaki Kobe Heavy Industries LTD;;;;;N/D;8;kW;220;;;;T-100;;;;;Japão;;;;;Moagem de amostras;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de Serras e polimento de Silício– porta 1;;Peneiradora pequena;;Peneira;#NOME?;121;#NOME?;LPM03PN001;Produtest;;;;;N/D; 1/2;HP;220;;;;;;;;;Brasil;;;;"004906; 38338";Peneirar material particulado para análise granulométrica;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de Serras e polimento de Silício– porta 1;;Moinho de anéis ;;Moinho;#NOME?;122;#NOME?;LPM03MO005;Chemplex Industries,inc;;;;;N/D;;;115;;;;N° 5000;;;;;USA;;;;"82960; 000640";Moagem de amostras;;Manutenção 27 09 2017;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de Serras e polimento de Silício– porta 1;;Peneiradora grande;;Peneira;#NOME?;123;#NOME?;LPM03PN002;MVL máquinas vibratorias Ltda/Donar;;;;;N/D;;;220;;;;N° 2584;;;;;Brasil;;;;"004901; 045754";Separação granulométrica;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala de Serras e polimento de Silício– porta 1;;Moinho de jarros;;Moinho;#NOME?;124;#NOME?;LPM03MO006;Engedrar/Engenheiros associados Ltda;;;;;N/D;0,37;kW;220;;;;;;;;;Brasil;2010;;;"004893; 045170";;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Atomizador a gas;;Atomizador;#NOME?;125;#NOME?;LPM03AT001;PSI Phoenix Scientific Industries;;;;;Israel;35;kVA;110;380;;Transformador interno;Hermiga 75/3VI;;;;;Inglaterra;1995;;IPT geral;000083;Atomização de ligas metálicas a gás;Não aplicável;Operante;03/10/2022;LPM03AT001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Registrador;;Outros;#NOME?;126;#NOME?;LPM03XX002;Yokogawa;;;;;Israel;;;110;;;;MV 100;;;;;Japão;;;IPT geral;004086;Registrador de Temperaturas;Não aplicável;Operante;03/10/2022;LPM03XX002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Metlap 2000;;Outros;#NOME?;127;#NOME?;LPM03XX003;Buehler;;;;;N/D;100;W;115;230;;;Metlap 2000;;;;;Estados Unidos;;;;;Dosador de suspensão para polimento;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Automet 2;;Outros;#NOME?;128;#NOME?;LPM03XX004;Buehler;;;;;N/D;;;120;;;;Automet 2;;;;;Estados Unidos;;;;;Politriz Automatica de amostras metalográficas;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Isomet 1000;;Outros;#NOME?;129;#NOME?;LPM03XX005;Buehler;;;;;N/D;400;W;110;;;;Isomet 1000;;;;;Estados Unidos;;;;018696;Corte e seccionamento de amostras com disco diamantado para metalografia;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Isomet 2000;;Outros;#NOME?;130;#NOME?;LPM03XX006;Buehler;;;;;N/D;800;W;220;;;;Isomet 2000;;;;;Estados Unidos;;;;;Corte e seccionamento de amostras com disco diamantado para metalografia;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Mufla ;;Forno;#NOME?;131;#NOME?;LPM03FO001;EDG;;;;;N/D;2000;W;220;;;;Economic;;;;;Brasil;2014;;;004781;Tratamento térmico;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Estufa ;;Estufa;#NOME?;132;#NOME?;LPM03ET001;Nova Ética;;;;;N/D;1580;W;220;;;;400/5ND;;;;;Brasil;;;;018694;Secagem;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Capela;;Capela;#NOME?;133;#NOME?;LPM03CA001;Braslab;;;;;N/D;;;;;;;;;;;;;;;;004105;Manuseio de substâncias com vapores tóxicos e/ou ácidos;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Chapa aquecedora agitadora;;Chapa;#NOME?;134;#NOME?;LPM03CH001;IKA;;;;;N/D;415;W;220;;;;RH Basic 2;;;;;Japão;;;;011628;Aquecer e agitar soluções;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Soxlet;;Outros;#NOME?;135;#NOME?;LPM03XX007;Quimis;;;;;N/D;180;W;220;;;;Q321A24;;;;;Brasil;;;;;Remoção de óleo em amostras contaminadas;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Rotoevaporador;;Evaporador;#NOME?;136;#NOME?;LPM03EV001;Fisatom;;;;;N/D;1200;W;115;;;;550;;;;;Brasil;;;;004103;Aquecer e evaporar;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Lixadeira e politriz;;Lixadeira;#NOME?;137;#NOME?;LPM03LX001;Fortel;;;;;N/D;0,25;cv;220;;;;PLF;;;;;Brasil;;;;004897;Lixar e polir amostras metalograficas;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Lixadeira e politriz;;Lixadeira;#NOME?;138;#NOME?;LPM03LX002;Fortel;;;;;N/D;0,25;cv;220;;;;PLF;;;;;Brasil;;;;004896;Lixar e polir amostras metalograficas;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Lixadeira e politriz;;Lixadeira;#NOME?;139;#NOME?;LPM03LX003;Struers;;;;;N/D;0,25;cv;220;;;;DP - U30;;;;;Dinamarca;;;;004149;Lixar e polir amostras metalograficas;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Bomba de vácuo ;;Bomba;#NOME?;140;#NOME?;LPM03BB001;Buehler;;;;;N/D;;;110;;;;Vacuum Impregnation Pump;;;;;Estados Unidos;;;;;Fazer vácuo;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Balança;;Balança;#NOME?;141;#NOME?;LPM03BL002;Ohaus;;;;;N/D;6;W;220;;;;Adventurer;;;;;Estados Unidos;;;;;Pesagem;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Fisher;;Balança;#NOME?;142;#NOME?;LPM03BL003;;;;;;N/D;6;W;110;;;;Model 95;;;;;Estados Unidos;;;;004120;Medir tamanho médio de particulas;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Ultra som ;;Ultrassom;#NOME?;143;#NOME?;LPM03UL001;Vita;;;;;N/D;100;W;220;;;;T 310/25;;;;;Alemanha;;;;40303;Limpeza ultrassônica;;Operante;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;3;Sala do Atomisador e preparação de amostras;;Ultra som ;;Ultrassom;#NOME?;144;#NOME?;LPM03UL002;Elma;;;;;N/D;100;W;110;;;;T 310;;;;;Alemanha;;;;;Limpeza ultrassônica;;Operante;;;;;
